0.000000,0.000000,0.000000,0.000000
0.044000,0.018500,0.030000,0.015000
0.130529,0.057532,0.045833,0.033333
0.007500,0.061250,0.008333,0.116667
0.044531,0.022266,0.060000,0.000000
0.125368,0.026838,0.060714,0.082143
0.000000,0.000000,0.000000,0.000000
0.021429,0.050000,0.037500,0.000000
0.000000,0.037500,0.000000,0.000000
0.005000,0.030000,0.025000,0.000000
0.200000,0.008333,0.050000,0.025000
0.012500,0.040625,0.000000,0.000000
0.015000,0.000000,0.000000,0.000000
0.050880,0.038519,0.050000,0.020833
0.265625,0.065625,0.000000,0.000000
0.022222,0.035764,0.050000,0.007143
0.019118,0.018382,0.031250,0.006250
0.000000,0.000000,0.000000,0.000000
0.019737,0.057566,0.040625,0.006250
0.100000,0.041667,0.058333,0.000000
0.020353,0.017308,0.028333,0.006667
0.013333,0.019167,0.008333,0.025000
0.018750,0.012500,0.025000,0.000000
0.010714,0.003571,0.025000,0.012500
0.000000,0.000000,0.000000,0.000000
0.021429,0.110714,0.012500,0.000000
0.000000,0.000000,0.000000,0.000000
0.025000,0.066667,0.000000,0.000000
0.056250,0.150000,0.000000,0.000000
0.000000,0.012500,0.000000,0.000000
0.037202,0.010417,0.087500,0.000000
0.065000,0.026667,0.037500,0.037500
0.040298,0.053155,0.032031,0.003125
0.117500,0.025000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.112500,0.035417,0.075000,0.050000
0.027632,0.065789,0.067857,0.000000
0.136328,0.072786,0.041250,0.011250
0.000000,0.000000,0.000000,0.000000
0.045956,0.003309,0.050000,0.012500
0.075000,0.200000,0.000000,0.000000
0.074265,0.015441,0.100000,0.075000
0.000000,0.000000,0.000000,0.000000
0.057813,0.098437,0.043750,0.318750
0.019231,0.027885,0.000000,0.000000
0.023611,0.051389,0.075000,0.000000
0.008333,0.004167,0.050000,0.025000
0.041667,0.166667,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.020833,0.083333,0.000000,0.000000
0.042188,0.058594,0.041667,0.025000
0.064167,0.044583,0.052500,0.022500
0.019643,0.011905,0.125000,0.062500
0.028125,0.054688,0.025000,0.005000
0.086250,0.033750,0.016667,0.000000
0.437500,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.030106,0.016095,0.030000,0.015000
0.026250,0.002500,0.041667,0.004167
0.125000,0.130208,0.000000,0.000000
0.041667,0.047917,0.050000,0.025000
0.041667,0.041667,0.150000,0.200000
0.017500,0.036667,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.019775,0.030622,0.036538,0.044231
0.012500,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.250000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.038333,0.055000,0.031250,0.018750
0.015625,0.062500,0.062500,0.187500
0.133333,0.020833,0.000000,0.000000
0.055208,0.009375,0.050000,0.025000
0.010000,0.010000,0.000000,0.000000
0.121875,0.042708,0.000000,0.000000
0.000000,0.100000,0.000000,0.000000
0.039773,0.004545,0.031250,0.006250
0.049265,0.013235,0.087500,0.000000
0.000000,0.000000,0.000000,0.000000
0.016667,0.041667,0.000000,0.000000
0.021667,0.016667,0.012500,0.000000
0.021000,0.003500,0.133333,0.008333
0.004167,0.010417,0.025000,0.000000
0.000000,0.000000,0.000000,0.000000
0.008333,0.004167,0.025000,0.012500
0.009091,0.022727,0.025000,0.062500
0.053409,0.011364,0.087500,0.000000
0.040625,0.072917,0.012500,0.000000
0.037500,0.108333,0.000000,0.000000
0.021825,0.052976,0.035417,0.054167
0.009091,0.011932,0.025000,0.010714
0.010417,0.000000,0.000000,0.000000
0.093750,0.060937,0.050000,0.025000
0.082500,0.012500,0.025000,0.000000
0.008333,0.000000,0.025000,0.000000
0.040000,0.005000,0.050000,0.025000
0.040000,0.005000,0.025000,0.012500
0.010000,0.030000,0.025000,0.012500
0.000000,0.000000,0.000000,0.000000
0.025000,0.062500,0.006250,0.000000
0.017061,0.010135,0.025000,0.000000
0.020000,0.012500,0.000000,0.000000
0.325000,0.225000,0.000000,0.000000
0.016667,0.008333,0.050000,0.025000
0.080147,0.019853,0.031250,0.025000
0.057143,0.003571,0.075000,0.000000
0.000000,0.000000,0.000000,0.000000
0.036458,0.040625,0.108333,0.004167
0.000000,0.000000,0.000000,0.000000
0.031120,0.012500,0.026563,0.012500
0.063889,0.012500,0.237500,0.000000
0.040625,0.012500,0.112500,0.025000
0.000000,0.025000,0.000000,0.000000
0.042222,0.028333,0.050000,0.025000
0.000000,0.000000,0.000000,0.000000
0.069444,0.046296,0.250000,0.062500
0.037500,0.025000,0.000000,0.000000
0.046591,0.005682,0.012500,0.000000
0.075000,0.109375,0.075000,0.000000
0.012500,0.000000,0.031250,0.000000
0.020833,0.029167,0.050000,0.025000
0.055625,0.009375,0.008333,0.000000
0.000000,0.000000,0.000000,0.000000
